AGE,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR
75-79,3195.0,Incidence,7251311,All Races,44.1,Male and Female,Stomach,1999
75-79,39.0,Incidence,2974973,All Races,1.3,Male and Female,Testis,1999
75-79,205.0,Mortality,7342606,All Races,2.8,Male and Female,Thyroid,1999
75-79,745.0,Incidence,7251311,All Races,10.3,Male and Female,Thyroid,1999
75-79,2178.0,Mortality,7342606,All Races,29.7,Male and Female,Urinary Bladder,1999
75-79,10506.0,Incidence,7251311,All Races,144.9,Male and Female,Urinary Bladder,1999
80-84,72896.0,Mortality,4882308,All Races,1493.1,Male and Female,All Cancer Sites Combined,1999
80-84,119094.0,Incidence,4820265,All Races,2470.7,Male and Female,All Cancer Sites Combined,1999
80-84,949.0,Mortality,4882308,All Races,19.4,Male and Female,Brain and Other Nervous System,1999
80-84,1069.0,Incidence,4820265,All Races,22.2,Male and Female,Brain and Other Nervous System,1999
80-84,223.0,Mortality,3079977,All Races,7.2,Male and Female,Cervix,1999
80-84,429.0,Incidence,3039863,All Races,14.1,Male and Female,Cervix,1999
80-84,8500.0,Mortality,4882308,All Races,174.1,Male and Female,Colon and Rectum,1999
80-84,19503.0,Incidence,4820265,All Races,404.6,Male and Female,Colon and Rectum,1999
80-84,947.0,Mortality,3079977,All Races,30.7,Male and Female,"Corpus and Uterus, NOS",1999
80-84,2720.0,Incidence,3039863,All Races,89.5,Male and Female,"Corpus and Uterus, NOS",1999
80-84,1202.0,Mortality,4882308,All Races,24.6,Male and Female,Esophagus,1999
80-84,1240.0,Incidence,4820265,All Races,25.7,Male and Female,Esophagus,1999
80-84,4469.0,Mortality,3079977,All Races,145.1,Male and Female,Female Breast,1999
80-84,14030.0,Incidence,3039863,All Races,461.5,Male and Female,Female Breast,1999
80-84,1766.0,Incidence,3039863,All Races,58.1,Male and Female,"Female Breast, <i>in situ</i>",1999
80-84,113.0,Mortality,4882308,All Races,2.3,Male and Female,Hodgkin Lymphoma,1999
80-84,192.0,Incidence,4820265,All Races,4.0,Male and Female,Hodgkin Lymphoma,1999
80-84,63.0,Incidence,4820265,All Races,1.3,Male and Female,Kaposi Sarcoma,1999
80-84,1314.0,Mortality,4882308,All Races,26.9,Male and Female,Kidney and Renal Pelvis,1999
80-84,2693.0,Incidence,4820265,All Races,55.9,Male and Female,Kidney and Renal Pelvis,1999
80-84,363.0,Mortality,4882308,All Races,7.4,Male and Female,Larynx,1999
80-84,728.0,Incidence,4820265,All Races,15.1,Male and Female,Larynx,1999
80-84,3064.0,Mortality,4882308,All Races,62.8,Male and Female,Leukemias,1999
80-84,3511.0,Incidence,4820265,All Races,72.8,Male and Female,Leukemias,1999
80-84,1511.0,Mortality,4882308,All Races,30.9,Male and Female,Liver and Intrahepatic Bile Duct,1999
80-84,1249.0,Incidence,4820265,All Races,25.9,Male and Female,Liver and Intrahepatic Bile Duct,1999
80-84,17697.0,Mortality,4882308,All Races,362.5,Male and Female,Lung and Bronchus,1999
80-84,18804.0,Incidence,4820265,All Races,390.1,Male and Female,Lung and Bronchus,1999
80-84,4469.0,Mortality,3079977,All Races,145.1,Male and Female,Male and Female Breast,1999
80-84,14030.0,Incidence,3039863,All Races,461.5,Male and Female,Male and Female Breast,1999
80-84,1766.0,Incidence,3039863,All Races,58.1,Male and Female,"Male and Female Breast, <i>in situ</i>",1999
80-84,694.0,Mortality,4882308,All Races,14.2,Male and Female,Melanomas of the Skin,1999
80-84,2604.0,Incidence,4820265,All Races,54.0,Male and Female,Melanomas of the Skin,1999
80-84,349.0,Mortality,4882308,All Races,7.1,Male and Female,Mesothelioma,1999
80-84,400.0,Incidence,4820265,All Races,8.3,Male and Female,Mesothelioma,1999
80-84,1681.0,Mortality,4882308,All Races,34.4,Male and Female,Myeloma,1999
80-84,1809.0,Incidence,4820265,All Races,37.5,Male and Female,Myeloma,1999
80-84,3545.0,Mortality,4882308,All Races,72.6,Male and Female,Non-Hodgkin Lymphoma,1999
80-84,5213.0,Incidence,4820265,All Races,108.1,Male and Female,Non-Hodgkin Lymphoma,1999
80-84,751.0,Mortality,4882308,All Races,15.4,Male and Female,Oral Cavity and Pharynx,1999
80-84,1992.0,Incidence,4820265,All Races,41.3,Male and Female,Oral Cavity and Pharynx,1999
80-84,1732.0,Mortality,3079977,All Races,56.2,Male and Female,Ovary,1999
80-84,1733.0,Incidence,3039863,All Races,57.0,Male and Female,Ovary,1999
80-84,4002.0,Mortality,4882308,All Races,82.0,Male and Female,Pancreas,1999
80-84,3786.0,Incidence,4820265,All Races,78.5,Male and Female,Pancreas,1999
80-84,6903.0,Mortality,1802331,All Races,383.0,Male and Female,Prostate,1999
80-84,15381.0,Incidence,1780402,All Races,863.9,Male and Female,Prostate,1999
80-84,1796.0,Mortality,4882308,All Races,36.8,Male and Female,Stomach,1999
80-84,2557.0,Incidence,4820265,All Races,53.0,Male and Female,Stomach,1999
80-84,24.0,Incidence,1780402,All Races,1.3,Male and Female,Testis,1999
80-84,176.0,Mortality,4882308,All Races,3.6,Male and Female,Thyroid,1999
80-84,428.0,Incidence,4820265,All Races,8.9,Male and Female,Thyroid,1999
80-84,2139.0,Mortality,4882308,All Races,43.8,Male and Female,Urinary Bladder,1999
80-84,7622.0,Incidence,4820265,All Races,158.1,Male and Female,Urinary Bladder,1999
85+,75014.0,Mortality,4154018,All Races,1805.8,Male and Female,All Cancer Sites Combined,1999
85+,94481.0,Incidence,4095902,All Races,2306.7,Male and Female,All Cancer Sites Combined,1999
85+,663.0,Mortality,4154018,All Races,16.0,Male and Female,Brain and Other Nervous System,1999
85+,686.0,Incidence,4095902,All Races,16.7,Male and Female,Brain and Other Nervous System,1999
85+,329.0,Mortality,2960708,All Races,11.1,Male and Female,Cervix,1999
85+,411.0,Incidence,2918829,All Races,14.1,Male and Female,Cervix,1999
85+,11367.0,Mortality,4154018,All Races,273.6,Male and Female,Colon and Rectum,1999
85+,18375.0,Incidence,4095902,All Races,448.6,Male and Female,Colon and Rectum,1999
85+,999.0,Mortality,2960708,All Races,33.7,Male and Female,"Corpus and Uterus, NOS",1999
85+,1885.0,Incidence,2918829,All Races,64.6,Male and Female,"Corpus and Uterus, NOS",1999
85+,1114.0,Mortality,4154018,All Races,26.8,Male and Female,Esophagus,1999
85+,961.0,Incidence,4095902,All Races,23.5,Male and Female,Esophagus,1999
85+,5946.0,Mortality,2960708,All Races,200.8,Male and Female,Female Breast,1999
85+,11761.0,Incidence,2918829,All Races,402.9,Male and Female,Female Breast,1999
85+,923.0,Incidence,2918829,All Races,31.6,Male and Female,"Female Breast, <i>in situ</i>",1999
85+,98.0,Mortality,4154018,All Races,2.4,Male and Female,Hodgkin Lymphoma,1999
85+,143.0,Incidence,4095902,All Races,3.5,Male and Female,Hodgkin Lymphoma,1999
85+,92.0,Incidence,4095902,All Races,2.2,Male and Female,Kaposi Sarcoma,1999
85+,1305.0,Mortality,4154018,All Races,31.4,Male and Female,Kidney and Renal Pelvis,1999
85+,1741.0,Incidence,4095902,All Races,42.5,Male and Female,Kidney and Renal Pelvis,1999
85+,291.0,Mortality,4154018,All Races,7.0,Male and Female,Larynx,1999
85+,444.0,Incidence,4095902,All Races,10.8,Male and Female,Larynx,1999
85+,3429.0,Mortality,4154018,All Races,82.5,Male and Female,Leukemias,1999
85+,3475.0,Incidence,4095902,All Races,84.8,Male and Female,Leukemias,1999
85+,1270.0,Mortality,4154018,All Races,30.6,Male and Female,Liver and Intrahepatic Bile Duct,1999
85+,990.0,Incidence,4095902,All Races,24.2,Male and Female,Liver and Intrahepatic Bile Duct,1999
85+,12331.0,Mortality,4154018,All Races,296.8,Male and Female,Lung and Bronchus,1999
85+,11313.0,Incidence,4095902,All Races,276.2,Male and Female,Lung and Bronchus,1999
85+,5946.0,Mortality,2960708,All Races,200.8,Male and Female,Male and Female Breast,1999
85+,11761.0,Incidence,2918829,All Races,402.9,Male and Female,Male and Female Breast,1999
85+,923.0,Incidence,2918829,All Races,31.6,Male and Female,"Male and Female Breast, <i>in situ</i>",1999
85+,681.0,Mortality,4154018,All Races,16.4,Male and Female,Melanomas of the Skin,1999
85+,2022.0,Incidence,4095902,All Races,49.4,Male and Female,Melanomas of the Skin,1999
85+,198.0,Mortality,4154018,All Races,4.8,Male and Female,Mesothelioma,1999
85+,229.0,Incidence,4095902,All Races,5.6,Male and Female,Mesothelioma,1999
85+,1402.0,Mortality,4154018,All Races,33.8,Male and Female,Myeloma,1999
85+,1297.0,Incidence,4095902,All Races,31.7,Male and Female,Myeloma,1999
85+,3228.0,Mortality,4154018,All Races,77.7,Male and Female,Non-Hodgkin Lymphoma,1999
85+,3947.0,Incidence,4095902,All Races,96.4,Male and Female,Non-Hodgkin Lymphoma,1999
85+,800.0,Mortality,4154018,All Races,19.3,Male and Female,Oral Cavity and Pharynx,1999
85+,1619.0,Incidence,4095902,All Races,39.5,Male and Female,Oral Cavity and Pharynx,1999
85+,1562.0,Mortality,2960708,All Races,52.8,Male and Female,Ovary,1999
85+,1390.0,Incidence,2918829,All Races,47.6,Male and Female,Ovary,1999
85+,4142.0,Mortality,4154018,All Races,99.7,Male and Female,Pancreas,1999
85+,3557.0,Incidence,4095902,All Races,86.8,Male and Female,Pancreas,1999
85+,8620.0,Mortality,1193310,All Races,722.4,Male and Female,Prostate,1999
85+,9581.0,Incidence,1177073,All Races,814.0,Male and Female,Prostate,1999
85+,2083.0,Mortality,4154018,All Races,50.1,Male and Female,Stomach,1999
85+,2580.0,Incidence,4095902,All Races,63.0,Male and Female,Stomach,1999
85+,203.0,Mortality,4154018,All Races,4.9,Male and Female,Thyroid,1999
85+,289.0,Incidence,4095902,All Races,7.1,Male and Female,Thyroid,1999
85+,2845.0,Mortality,4154018,All Races,68.5,Male and Female,Urinary Bladder,1999
85+,6248.0,Incidence,4095902,All Races,152.5,Male and Female,Urinary Bladder,1999
<1,68.0,Mortality,3795762,All Races,1.8,Male and Female,All Cancer Sites Combined,1999
<1,878.0,Incidence,3744604,All Races,23.4,Male and Female,All Cancer Sites Combined,1999
<1,134.0,Incidence,3744604,All Races,3.6,Male and Female,Brain and Other Nervous System,1999
<1,69.0,Incidence,3744604,All Races,1.8,Male and Female,Kidney and Renal Pelvis,1999
<1,27.0,Mortality,3795762,All Races,0.7,Male and Female,Leukemias,1999
<1,163.0,Incidence,3744604,All Races,4.4,Male and Female,Leukemias,1999
<1,38.0,Incidence,3744604,All Races,1.0,Male and Female,Liver and Intrahepatic Bile Duct,1999
<1,20.0,Incidence,1917433,All Races,1.0,Male and Female,Testis,1999
1-4,187.0,Mortality,7485852,All Races,2.5,Female,All Cancer Sites Combined,2000
1-4,1414.0,Incidence,7386625,All Races,19.1,Female,All Cancer Sites Combined,2000
1-4,46.0,Mortality,7485852,All Races,0.6,Female,Brain and Other Nervous System,2000
1-4,293.0,Incidence,7386625,All Races,4.0,Female,Brain and Other Nervous System,2000
1-4,171.0,Incidence,7386625,All Races,2.3,Female,Kidney and Renal Pelvis,2000
1-4,68.0,Mortality,7485852,All Races,0.9,Female,Leukemias,2000
1-4,559.0,Incidence,7386625,All Races,7.6,Female,Leukemias,2000
1-4,30.0,Incidence,7386625,All Races,0.4,Female,Liver and Intrahepatic Bile Duct,2000
1-4,34.0,Incidence,7386625,All Races,0.5,Female,Non-Hodgkin Lymphoma,2000
10-14,225.0,Mortality,10063054,All Races,2.2,Female,All Cancer Sites Combined,2000
10-14,1212.0,Incidence,9926394,All Races,12.2,Female,All Cancer Sites Combined,2000
10-14,63.0,Mortality,10063054,All Races,0.6,Female,Brain and Other Nervous System,2000
10-14,245.0,Incidence,9926394,All Races,2.5,Female,Brain and Other Nervous System,2000
10-14,123.0,Incidence,9926394,All Races,1.2,Female,Hodgkin Lymphoma,2000
10-14,64.0,Mortality,10063054,All Races,0.6,Female,Leukemias,2000
10-14,235.0,Incidence,9926394,All Races,2.4,Female,Leukemias,2000
10-14,30.0,Incidence,9926394,All Races,0.3,Female,Melanomas of the Skin,2000
10-14,74.0,Incidence,9926394,All Races,0.7,Female,Non-Hodgkin Lymphoma,2000
10-14,27.0,Incidence,9926394,All Races,0.3,Female,Oral Cavity and Pharynx,2000
10-14,72.0,Incidence,9926394,All Races,0.7,Female,Ovary,2000
10-14,76.0,Incidence,9926394,All Races,0.8,Female,Thyroid,2000
15-19,299.0,Mortality,9854932,All Races,3.0,Female,All Cancer Sites Combined,2000
15-19,1909.0,Incidence,9710015,All Races,19.7,Female,All Cancer Sites Combined,2000
15-19,42.0,Mortality,9854932,All Races,0.4,Female,Brain and Other Nervous System,2000
15-19,203.0,Incidence,9710015,All Races,2.1,Female,Brain and Other Nervous System,2000
15-19,23.0,Incidence,9710015,All Races,0.2,Female,Cervix,2000
15-19,26.0,Incidence,9710015,All Races,0.3,Female,Colon and Rectum,2000
15-19,330.0,Incidence,9710015,All Races,3.4,Female,Hodgkin Lymphoma,2000
15-19,92.0,Mortality,9854932,All Races,0.9,Female,Leukemias,2000
15-19,230.0,Incidence,9710015,All Races,2.4,Female,Leukemias,2000
15-19,167.0,Incidence,9710015,All Races,1.7,Female,Melanomas of the Skin,2000
15-19,122.0,Incidence,9710015,All Races,1.3,Female,Non-Hodgkin Lymphoma,2000
15-19,40.0,Incidence,9710015,All Races,0.4,Female,Oral Cavity and Pharynx,2000
15-19,128.0,Incidence,9710015,All Races,1.3,Female,Ovary,2000
15-19,283.0,Incidence,9710015,All Races,2.9,Female,Thyroid,2000
20-24,392.0,Mortality,9349814,All Races,4.2,Female,All Cancer Sites Combined,2000
20-24,3147.0,Incidence,9217075,All Races,34.1,Female,All Cancer Sites Combined,2000
20-24,51.0,Mortality,9349814,All Races,0.5,Female,Brain and Other Nervous System,2000
20-24,194.0,Incidence,9217075,All Races,2.1,Female,Brain and Other Nervous System,2000
20-24,158.0,Incidence,9217075,All Races,1.7,Female,Cervix,2000
20-24,64.0,Incidence,9217075,All Races,0.7,Female,Colon and Rectum,2000
20-24,37.0,Incidence,9217075,All Races,0.4,Female,"Corpus and Uterus, NOS",2000
20-24,121.0,Incidence,9217075,All Races,1.3,Female,Female Breast,2000
20-24,16.0,Incidence,9217075,All Races,0.2,Female,"Female Breast, <i>in situ</i>",2000
20-24,23.0,Mortality,9349814,All Races,0.2,Female,Hodgkin Lymphoma,2000
20-24,428.0,Incidence,9217075,All Races,4.6,Female,Hodgkin Lymphoma,2000
20-24,20.0,Incidence,9217075,All Races,0.2,Female,Kidney and Renal Pelvis,2000
20-24,79.0,Mortality,9349814,All Races,0.8,Female,Leukemias,2000
20-24,193.0,Incidence,9217075,All Races,2.1,Female,Leukemias,2000
20-24,35.0,Incidence,9217075,All Races,0.4,Female,Lung and Bronchus,2000
20-24,17.0,Mortality,9349814,All Races,0.2,Female,Melanomas of the Skin,2000
20-24,490.0,Incidence,9217075,All Races,5.3,Female,Melanomas of the Skin,2000
20-24,40.0,Mortality,9349814,All Races,0.4,Female,Non-Hodgkin Lymphoma,2000
20-24,182.0,Incidence,9217075,All Races,2.0,Female,Non-Hodgkin Lymphoma,2000
20-24,64.0,Incidence,9217075,All Races,0.7,Female,Oral Cavity and Pharynx,2000
20-24,16.0,Mortality,9349814,All Races,0.2,Female,Ovary,2000
20-24,140.0,Incidence,9217075,All Races,1.5,Female,Ovary,2000
20-24,659.0,Incidence,9217075,All Races,7.1,Female,Thyroid,2000
20-24,18.0,Incidence,9217075,All Races,0.2,Female,Urinary Bladder,2000
25-29,667.0,Mortality,9532373,All Races,7.0,Female,All Cancer Sites Combined,2000
25-29,5866.0,Incidence,9412771,All Races,62.3,Female,All Cancer Sites Combined,2000
25-29,65.0,Mortality,9532373,All Races,0.7,Female,Brain and Other Nervous System,2000
25-29,237.0,Incidence,9412771,All Races,2.5,Female,Brain and Other Nervous System,2000
25-29,77.0,Mortality,9532373,All Races,0.8,Female,Cervix,2000
25-29,690.0,Incidence,9412771,All Races,7.3,Female,Cervix,2000
25-29,38.0,Mortality,9532373,All Races,0.4,Female,Colon and Rectum,2000
25-29,161.0,Incidence,9412771,All Races,1.7,Female,Colon and Rectum,2000
25-29,154.0,Incidence,9412771,All Races,1.6,Female,"Corpus and Uterus, NOS",2000
25-29,81.0,Mortality,9532373,All Races,0.8,Female,Female Breast,2000
25-29,792.0,Incidence,9412771,All Races,8.4,Female,Female Breast,2000
25-29,58.0,Incidence,9412771,All Races,0.6,Female,"Female Breast, <i>in situ</i>",2000
25-29,29.0,Mortality,9532373,All Races,0.3,Female,Hodgkin Lymphoma,2000
25-29,409.0,Incidence,9412771,All Races,4.3,Female,Hodgkin Lymphoma,2000
25-29,67.0,Incidence,9412771,All Races,0.7,Female,Kidney and Renal Pelvis,2000
25-29,97.0,Mortality,9532373,All Races,1.0,Female,Leukemias,2000
25-29,193.0,Incidence,9412771,All Races,2.1,Female,Leukemias,2000
25-29,22.0,Incidence,9412771,All Races,0.2,Female,Liver and Intrahepatic Bile Duct,2000
25-29,59.0,Incidence,9412771,All Races,0.6,Female,Lung and Bronchus,2000
25-29,25.0,Mortality,9532373,All Races,0.3,Female,Melanomas of the Skin,2000
25-29,777.0,Incidence,9412771,All Races,8.3,Female,Melanomas of the Skin,2000
25-29,60.0,Mortality,9532373,All Races,0.6,Female,Non-Hodgkin Lymphoma,2000
25-29,305.0,Incidence,9412771,All Races,3.2,Female,Non-Hodgkin Lymphoma,2000
25-29,101.0,Incidence,9412771,All Races,1.1,Female,Oral Cavity and Pharynx,2000
25-29,36.0,Mortality,9532373,All Races,0.4,Female,Ovary,2000
25-29,224.0,Incidence,9412771,All Races,2.4,Female,Ovary,2000
25-29,19.0,Incidence,9412771,All Races,0.2,Female,Pancreas,2000
25-29,24.0,Incidence,9412771,All Races,0.3,Female,Stomach,2000
25-29,1107.0,Incidence,9412771,All Races,11.8,Female,Thyroid,2000
25-29,39.0,Incidence,9412771,All Races,0.4,Female,Urinary Bladder,2000
30-34,1395.0,Mortality,10195193,All Races,13.7,Female,All Cancer Sites Combined,2000
30-34,10271.0,Incidence,10075949,All Races,101.9,Female,All Cancer Sites Combined,2000
30-34,77.0,Mortality,10195193,All Races,0.8,Female,Brain and Other Nervous System,2000
30-34,353.0,Incidence,10075949,All Races,3.5,Female,Brain and Other Nervous System,2000
30-34,153.0,Mortality,10195193,All Races,1.5,Female,Cervix,2000
30-34,1244.0,Incidence,10075949,All Races,12.3,Female,Cervix,2000
30-34,82.0,Mortality,10195193,All Races,0.8,Female,Colon and Rectum,2000
30-34,387.0,Incidence,10075949,All Races,3.8,Female,Colon and Rectum,2000
30-34,25.0,Mortality,10195193,All Races,0.2,Female,"Corpus and Uterus, NOS",2000
30-34,311.0,Incidence,10075949,All Races,3.1,Female,"Corpus and Uterus, NOS",2000
30-34,383.0,Mortality,10195193,All Races,3.8,Female,Female Breast,2000
30-34,2708.0,Incidence,10075949,All Races,26.9,Female,Female Breast,2000
30-34,250.0,Incidence,10075949,All Races,2.5,Female,"Female Breast, <i>in situ</i>",2000
30-34,37.0,Mortality,10195193,All Races,0.4,Female,Hodgkin Lymphoma,2000
30-34,386.0,Incidence,10075949,All Races,3.8,Female,Hodgkin Lymphoma,2000
30-34,138.0,Incidence,10075949,All Races,1.4,Female,Kidney and Renal Pelvis,2000
30-34,22.0,Incidence,10075949,All Races,0.2,Female,Larynx,2000
30-34,93.0,Mortality,10195193,All Races,0.9,Female,Leukemias,2000
30-34,263.0,Incidence,10075949,All Races,2.6,Female,Leukemias,2000
30-34,17.0,Mortality,10195193,All Races,0.2,Female,Liver and Intrahepatic Bile Duct,2000
30-34,27.0,Incidence,10075949,All Races,0.3,Female,Liver and Intrahepatic Bile Duct,2000
30-34,86.0,Mortality,10195193,All Races,0.8,Female,Lung and Bronchus,2000
30-34,158.0,Incidence,10075949,All Races,1.6,Female,Lung and Bronchus,2000
30-34,51.0,Mortality,10195193,All Races,0.5,Female,Melanomas of the Skin,2000
30-34,1111.0,Incidence,10075949,All Races,11.0,Female,Melanomas of the Skin,2000
30-34,18.0,Incidence,10075949,All Races,0.2,Female,Myeloma,2000
30-34,61.0,Mortality,10195193,All Races,0.6,Female,Non-Hodgkin Lymphoma,2000
