YEAR,RACE,SEX,SITE,EVENT_TYPE,AGE_ADJUSTED_RATE,COUNT,POPULATION,CRUDE_RATE
2003,All Races,Female,Other Female Genital Organs,Incidence,0.7,1057.0,147679036,0.7
2003,All Races,Female,Other Female Genital Organs,Mortality,0.2,370.0,147679036,0.3
2004,All Races,Female,Other Female Genital Organs,Incidence,0.7,1106.0,148977286,0.7
2004,All Races,Female,Other Female Genital Organs,Mortality,0.2,271.0,148977286,0.2
2005,All Races,Female,Other Female Genital Organs,Incidence,0.7,1174.0,150319521,0.8
2005,All Races,Female,Other Female Genital Organs,Mortality,0.2,261.0,150319521,0.2
2006,All Races,Female,Other Female Genital Organs,Incidence,0.7,1182.0,151732647,0.8
2006,All Races,Female,Other Female Genital Organs,Mortality,0.2,373.0,151732647,0.2
2007,All Races,Female,Other Female Genital Organs,Incidence,0.8,1384.0,153166353,0.9
2007,All Races,Female,Other Female Genital Organs,Mortality,0.2,400.0,153166353,0.3
2008,All Races,Female,Other Female Genital Organs,Incidence,0.9,1506.0,154604015,1.0
2008,All Races,Female,Other Female Genital Organs,Mortality,0.2,430.0,154604015,0.3
2009,All Races,Female,Other Female Genital Organs,Incidence,0.9,1638.0,155964075,1.1
2009,All Races,Female,Other Female Genital Organs,Mortality,0.2,415.0,155964075,0.3
2010,All Races,Female,Other Female Genital Organs,Incidence,1.0,1866.0,157249665,1.2
2010,All Races,Female,Other Female Genital Organs,Mortality,0.3,492.0,157249665,0.3
2011,All Races,Female,Other Female Genital Organs,Incidence,1.1,2043.0,158370501,1.3
2011,All Races,Female,Other Female Genital Organs,Mortality,0.3,498.0,158370501,0.3
2012,All Races,Female,Other Female Genital Organs,Incidence,1.2,2233.0,159480635,1.4
2012,All Races,Female,Other Female Genital Organs,Mortality,0.3,553.0,159480635,0.3
2013,All Races,Female,Other Female Genital Organs,Incidence,1.2,2335.0,160545893,1.5
2013,All Races,Female,Other Female Genital Organs,Mortality,0.3,570.0,160545893,0.4
2014,All Races,Female,Other Female Genital Organs,Incidence,1.3,2546.0,161690519,1.6
2014,All Races,Female,Other Female Genital Organs,Mortality,0.3,664.0,161690519,0.4
2015,All Races,Female,Other Female Genital Organs,Incidence,1.4,2819.0,162832151,1.7
2015,All Races,Female,Other Female Genital Organs,Mortality,0.4,753.0,162832151,0.5
2016,All Races,Female,Other Female Genital Organs,Incidence,1.7,3504.0,163986062,2.1
2016,All Races,Female,Other Female Genital Organs,Mortality,0.4,828.0,163986062,0.5
2017,All Races,Female,Other Female Genital Organs,Incidence,1.9,4058.0,165008683,2.5
2017,All Races,Female,Other Female Genital Organs,Mortality,0.4,897.0,165008683,0.5
2018,All Races,Female,Other Female Genital Organs,Incidence,2.0,4310.0,165877686,2.6
2018,All Races,Female,Other Female Genital Organs,Mortality,0.4,855.0,165877686,0.5
2019,All Races,Female,Other Female Genital Organs,Incidence,2.0,4341.0,166637617,2.6
2019,All Races,Female,Other Female Genital Organs,Mortality,0.4,1002.0,166637617,0.6
2020,All Races,Female,Other Female Genital Organs,Incidence,2.0,4292.0,162239308,2.6
2020,All Races,Female,Other Female Genital Organs,Mortality,0.5,1149.0,167227921,0.7
2000,All Races,Female,Other Leukemias,Incidence,1.4,2204.0,141865770,1.6
2000,All Races,Female,Other Leukemias,Mortality,1.8,2959.0,143719004,2.1
2001,All Races,Female,Other Leukemias,Incidence,1.3,2140.0,143603977,1.5
2001,All Races,Female,Other Leukemias,Mortality,1.7,2827.0,145077463,1.9
2002,All Races,Female,Other Leukemias,Incidence,1.3,2170.0,144919222,1.5
2002,All Races,Female,Other Leukemias,Mortality,1.7,2902.0,146394634,2.0
2003,All Races,Female,Other Leukemias,Incidence,1.4,2277.0,147679036,1.5
2003,All Races,Female,Other Leukemias,Mortality,1.7,2895.0,147679036,2.0
2004,All Races,Female,Other Leukemias,Incidence,1.3,2183.0,148977286,1.5
2004,All Races,Female,Other Leukemias,Mortality,1.6,2800.0,148977286,1.9
2005,All Races,Female,Other Leukemias,Incidence,1.3,2231.0,150319521,1.5
2005,All Races,Female,Other Leukemias,Mortality,1.6,2904.0,150319521,1.9
2006,All Races,Female,Other Leukemias,Incidence,1.2,2171.0,151732647,1.4
2006,All Races,Female,Other Leukemias,Mortality,1.6,2840.0,151732647,1.9
2007,All Races,Female,Other Leukemias,Incidence,1.3,2272.0,153166353,1.5
2007,All Races,Female,Other Leukemias,Mortality,1.6,2903.0,153166353,1.9
2008,All Races,Female,Other Leukemias,Incidence,1.3,2265.0,154604015,1.5
2008,All Races,Female,Other Leukemias,Mortality,1.6,2926.0,154604015,1.9
2009,All Races,Female,Other Leukemias,Incidence,1.3,2429.0,155964075,1.6
2009,All Races,Female,Other Leukemias,Mortality,1.5,2814.0,155964075,1.8
2010,All Races,Female,Other Leukemias,Incidence,1.3,2443.0,157249665,1.6
2010,All Races,Female,Other Leukemias,Mortality,1.5,2910.0,157249665,1.9
2011,All Races,Female,Other Leukemias,Incidence,1.3,2454.0,158370501,1.5
2011,All Races,Female,Other Leukemias,Mortality,1.5,2822.0,158370501,1.8
2012,All Races,Female,Other Leukemias,Incidence,1.3,2489.0,159480635,1.6
2012,All Races,Female,Other Leukemias,Mortality,1.5,2930.0,159480635,1.8
2013,All Races,Female,Other Leukemias,Incidence,1.3,2545.0,160545893,1.6
2013,All Races,Female,Other Leukemias,Mortality,1.4,2896.0,160545893,1.8
2014,All Races,Female,Other Leukemias,Incidence,1.3,2443.0,161690519,1.5
2014,All Races,Female,Other Leukemias,Mortality,1.3,2735.0,161690519,1.7
2015,All Races,Female,Other Leukemias,Incidence,1.3,2583.0,162832151,1.6
2015,All Races,Female,Other Leukemias,Mortality,1.3,2625.0,162832151,1.6
2016,All Races,Female,Other Leukemias,Incidence,1.2,2319.0,163986062,1.4
2016,All Races,Female,Other Leukemias,Mortality,1.2,2547.0,163986062,1.6
2017,All Races,Female,Other Leukemias,Incidence,1.1,2293.0,165008683,1.4
2017,All Races,Female,Other Leukemias,Mortality,1.1,2416.0,165008683,1.5
2018,All Races,Female,Other Leukemias,Incidence,1.1,2329.0,165877686,1.4
2018,All Races,Female,Other Leukemias,Mortality,1.1,2367.0,165877686,1.4
2019,All Races,Female,Other Leukemias,Incidence,1.1,2268.0,166637617,1.4
2019,All Races,Female,Other Leukemias,Mortality,1.0,2400.0,166637617,1.4
2020,All Races,Female,Other Leukemias,Incidence,1.0,2122.0,162239308,1.3
2020,All Races,Female,Other Leukemias,Mortality,1.0,2268.0,167227921,1.4
2000,All Races,Female,Other Non-Epithelial Skin,Incidence,1.1,1650.0,141865770,1.2
2000,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,698.0,143719004,0.5
2001,All Races,Female,Other Non-Epithelial Skin,Incidence,1.1,1749.0,143603977,1.2
2001,All Races,Female,Other Non-Epithelial Skin,Mortality,0.5,792.0,145077463,0.5
2002,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,1821.0,144919222,1.3
2002,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,745.0,146394634,0.5
2003,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,1894.0,147679036,1.3
2003,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,747.0,147679036,0.5
2004,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,1962.0,148977286,1.3
2004,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,704.0,148977286,0.5
2005,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,1917.0,150319521,1.3
2005,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,721.0,150319521,0.5
2006,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,2003.0,151732647,1.3
2006,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,741.0,151732647,0.5
2007,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,2074.0,153166353,1.4
2007,All Races,Female,Other Non-Epithelial Skin,Mortality,0.5,853.0,153166353,0.6
2008,All Races,Female,Other Non-Epithelial Skin,Incidence,1.3,2190.0,154604015,1.4
2008,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,789.0,154604015,0.5
2009,All Races,Female,Other Non-Epithelial Skin,Incidence,1.3,2252.0,155964075,1.4
2009,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,860.0,155964075,0.6
2010,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,2147.0,157249665,1.4
2010,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,816.0,157249665,0.5
2011,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,2127.0,158370501,1.3
2011,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,844.0,158370501,0.5
2012,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,2236.0,159480635,1.4
2012,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,896.0,159480635,0.6
2013,All Races,Female,Other Non-Epithelial Skin,Incidence,1.3,2526.0,160545893,1.6
2013,All Races,Female,Other Non-Epithelial Skin,Mortality,0.4,870.0,160545893,0.5
2014,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,2341.0,161690519,1.4
2014,All Races,Female,Other Non-Epithelial Skin,Mortality,0.5,1007.0,161690519,0.6
2015,All Races,Female,Other Non-Epithelial Skin,Incidence,1.3,2478.0,162832151,1.5
2015,All Races,Female,Other Non-Epithelial Skin,Mortality,0.5,1095.0,162832151,0.7
2016,All Races,Female,Other Non-Epithelial Skin,Incidence,1.3,2572.0,163986062,1.6
2016,All Races,Female,Other Non-Epithelial Skin,Mortality,0.5,1026.0,163986062,0.6
2017,All Races,Female,Other Non-Epithelial Skin,Incidence,1.3,2646.0,165008683,1.6
2017,All Races,Female,Other Non-Epithelial Skin,Mortality,0.5,1139.0,165008683,0.7
2018,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,2582.0,165877686,1.6
2018,All Races,Female,Other Non-Epithelial Skin,Mortality,0.5,1193.0,165877686,0.7
2019,All Races,Female,Other Non-Epithelial Skin,Incidence,1.2,2567.0,166637617,1.5
2019,All Races,Female,Other Non-Epithelial Skin,Mortality,0.5,1206.0,166637617,0.7
2020,All Races,Female,Other Non-Epithelial Skin,Incidence,1.1,2220.0,162239308,1.4
2020,All Races,Female,Other Non-Epithelial Skin,Mortality,0.5,1252.0,167227921,0.7
2000,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.2,294.0,141865770,0.2
2000,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.3,429.0,143719004,0.3
2001,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.2,280.0,143603977,0.2
2001,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.3,421.0,145077463,0.3
2002,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.2,257.0,144919222,0.2
2002,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.3,411.0,146394634,0.3
2003,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,213.0,147679036,0.1
2003,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.3,438.0,147679036,0.3
2004,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,213.0,148977286,0.1
2004,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.3,423.0,148977286,0.3
2005,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,234.0,150319521,0.2
2005,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,421.0,150319521,0.3
2006,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,218.0,151732647,0.1
2006,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,411.0,151732647,0.3
2007,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,235.0,153166353,0.2
2007,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,395.0,153166353,0.3
2008,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,216.0,154604015,0.1
2008,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,387.0,154604015,0.3
2009,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,216.0,155964075,0.1
2009,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,342.0,155964075,0.2
2010,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,234.0,157249665,0.1
2010,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,390.0,157249665,0.2
2011,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.2,301.0,158370501,0.2
2011,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,361.0,158370501,0.2
2012,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,241.0,159480635,0.2
2012,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,357.0,159480635,0.2
2013,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,276.0,160545893,0.2
2013,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,378.0,160545893,0.2
2014,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,281.0,161690519,0.2
2014,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,353.0,161690519,0.2
2015,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,280.0,162832151,0.2
2015,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,365.0,162832151,0.2
2016,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,306.0,163986062,0.2
2016,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,356.0,163986062,0.2
2017,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,286.0,165008683,0.2
2017,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.2,347.0,165008683,0.2
2018,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,196.0,165877686,0.1
2018,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.1,333.0,165877686,0.2
2019,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,160.0,166637617,0.1
2019,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.1,334.0,166637617,0.2
2020,All Races,Female,Other Oral Cavity and Pharynx,Incidence,0.1,143.0,162239308,0.1
2020,All Races,Female,Other Oral Cavity and Pharynx,Mortality,0.1,342.0,167227921,0.2
2000,All Races,Female,Other Urinary Organs,Incidence,0.2,246.0,141865770,0.2
2000,All Races,Female,Other Urinary Organs,Mortality,0.1,144.0,143719004,0.1
2001,All Races,Female,Other Urinary Organs,Incidence,0.2,251.0,143603977,0.2
2001,All Races,Female,Other Urinary Organs,Mortality,0.1,140.0,145077463,0.1
2002,All Races,Female,Other Urinary Organs,Incidence,0.1,208.0,144919222,0.1
2002,All Races,Female,Other Urinary Organs,Mortality,0.1,163.0,146394634,0.1
2003,All Races,Female,Other Urinary Organs,Incidence,0.1,229.0,147679036,0.2
2003,All Races,Female,Other Urinary Organs,Mortality,0.1,153.0,147679036,0.1
2004,All Races,Female,Other Urinary Organs,Incidence,0.2,263.0,148977286,0.2
2004,All Races,Female,Other Urinary Organs,Mortality,0.1,108.0,148977286,0.1
2005,All Races,Female,Other Urinary Organs,Incidence,0.2,265.0,150319521,0.2
2005,All Races,Female,Other Urinary Organs,Mortality,0.1,147.0,150319521,0.1
2006,All Races,Female,Other Urinary Organs,Incidence,0.1,256.0,151732647,0.2
2006,All Races,Female,Other Urinary Organs,Mortality,0.1,167.0,151732647,0.1
2007,All Races,Female,Other Urinary Organs,Incidence,0.2,310.0,153166353,0.2
2007,All Races,Female,Other Urinary Organs,Mortality,0.1,173.0,153166353,0.1
2008,All Races,Female,Other Urinary Organs,Incidence,0.2,346.0,154604015,0.2
2008,All Races,Female,Other Urinary Organs,Mortality,0.1,155.0,154604015,0.1
2009,All Races,Female,Other Urinary Organs,Incidence,0.2,285.0,155964075,0.2
2009,All Races,Female,Other Urinary Organs,Mortality,0.1,166.0,155964075,0.1
2010,All Races,Female,Other Urinary Organs,Incidence,0.2,333.0,157249665,0.2
2010,All Races,Female,Other Urinary Organs,Mortality,0.1,156.0,157249665,0.1
2011,All Races,Female,Other Urinary Organs,Incidence,0.2,329.0,158370501,0.2
2011,All Races,Female,Other Urinary Organs,Mortality,0.1,163.0,158370501,0.1
2012,All Races,Female,Other Urinary Organs,Incidence,0.2,323.0,159480635,0.2
2012,All Races,Female,Other Urinary Organs,Mortality,0.1,187.0,159480635,0.1
2013,All Races,Female,Other Urinary Organs,Incidence,0.2,387.0,160545893,0.2
2013,All Races,Female,Other Urinary Organs,Mortality,0.1,162.0,160545893,0.1
2014,All Races,Female,Other Urinary Organs,Incidence,0.2,329.0,161690519,0.2
2014,All Races,Female,Other Urinary Organs,Mortality,0.1,167.0,161690519,0.1
2015,All Races,Female,Other Urinary Organs,Incidence,0.2,412.0,162832151,0.3
2015,All Races,Female,Other Urinary Organs,Mortality,0.1,178.0,162832151,0.1
2016,All Races,Female,Other Urinary Organs,Incidence,0.2,457.0,163986062,0.3
2016,All Races,Female,Other Urinary Organs,Mortality,0.1,186.0,163986062,0.1
2017,All Races,Female,Other Urinary Organs,Incidence,0.2,458.0,165008683,0.3
2017,All Races,Female,Other Urinary Organs,Mortality,0.1,163.0,165008683,0.1
2018,All Races,Female,Other Urinary Organs,Incidence,0.2,467.0,165877686,0.3
2018,All Races,Female,Other Urinary Organs,Mortality,0.1,176.0,165877686,0.1
2019,All Races,Female,Other Urinary Organs,Incidence,0.2,514.0,166637617,0.3
2019,All Races,Female,Other Urinary Organs,Mortality,0.1,170.0,166637617,0.1
2020,All Races,Female,Other Urinary Organs,Incidence,0.2,488.0,162239308,0.3
2020,All Races,Female,Other Urinary Organs,Mortality,0.1,213.0,167227921,0.1
2000,All Races,Female,Ovary,Incidence,14.3,21636.0,141865770,15.3
2000,All Races,Female,Ovary,Mortality,8.9,14060.0,143719004,9.8
2001,All Races,Female,Ovary,Incidence,14.1,21643.0,143603977,15.1
2001,All Races,Female,Ovary,Mortality,9.0,14414.0,145077463,9.9
2002,All Races,Female,Ovary,Incidence,13.8,21498.0,144919222,14.8
2002,All Races,Female,Ovary,Mortality,9.0,14682.0,146394634,10.0
2003,All Races,Female,Ovary,Incidence,13.6,21790.0,147679036,14.8
2003,All Races,Female,Ovary,Mortality,8.9,14657.0,147679036,9.9
2004,All Races,Female,Ovary,Incidence,13.1,21408.0,148977286,14.4
2004,All Races,Female,Ovary,Mortality,8.8,14716.0,148977286,9.9
2005,All Races,Female,Ovary,Incidence,13.1,21714.0,150319521,14.4
2005,All Races,Female,Ovary,Mortality,8.7,14787.0,150319521,9.8
2006,All Races,Female,Ovary,Incidence,13.0,21870.0,151732647,14.4
2006,All Races,Female,Ovary,Mortality,8.6,14857.0,151732647,9.8
2007,All Races,Female,Ovary,Incidence,12.8,21884.0,153166353,14.3
2007,All Races,Female,Ovary,Mortality,8.3,14621.0,153166353,9.5
2008,All Races,Female,Ovary,Incidence,12.7,22178.0,154604015,14.3
2008,All Races,Female,Ovary,Mortality,8.0,14362.0,154604015,9.3
2009,All Races,Female,Ovary,Incidence,12.4,21890.0,155964075,14.0
2009,All Races,Female,Ovary,Mortality,7.9,14436.0,155964075,9.3
2010,All Races,Female,Ovary,Incidence,11.9,21525.0,157249665,13.7
2010,All Races,Female,Ovary,Mortality,7.8,14572.0,157249665,9.3
2011,All Races,Female,Ovary,Incidence,11.8,21655.0,158370501,13.7
2011,All Races,Female,Ovary,Mortality,7.5,14346.0,158370501,9.1
2012,All Races,Female,Ovary,Incidence,11.7,21682.0,159480635,13.6
2012,All Races,Female,Ovary,Mortality,7.4,14404.0,159480635,9.0
2013,All Races,Female,Ovary,Incidence,11.5,21799.0,160545893,13.6
2013,All Races,Female,Ovary,Mortality,7.2,14276.0,160545893,8.9
2014,All Races,Female,Ovary,Incidence,11.4,21965.0,161690519,13.6
2014,All Races,Female,Ovary,Mortality,7.0,14195.0,161690519,8.8
2015,All Races,Female,Ovary,Incidence,11.4,22152.0,162832151,13.6
2015,All Races,Female,Ovary,Mortality,6.7,13920.0,162832151,8.5
2016,All Races,Female,Ovary,Incidence,10.8,21300.0,163986062,13.0
2016,All Races,Female,Ovary,Mortality,6.8,14223.0,163986062,8.7
2017,All Races,Female,Ovary,Incidence,10.5,21151.0,165008683,12.8
2017,All Races,Female,Ovary,Mortality,6.6,14193.0,165008683,8.6
2018,All Races,Female,Ovary,Incidence,10.1,20399.0,165877686,12.3
2018,All Races,Female,Ovary,Mortality,6.3,13748.0,165877686,8.3
2019,All Races,Female,Ovary,Incidence,9.9,20281.0,166637617,12.2
2019,All Races,Female,Ovary,Mortality,6.0,13445.0,166637617,8.1
2020,All Races,Female,Ovary,Incidence,9.2,18518.0,162239308,11.4
2020,All Races,Female,Ovary,Mortality,5.9,13438.0,167227921,8.0
2000,All Races,Female,Pancreas,Incidence,9.7,15457.0,141865770,10.9
2000,All Races,Female,Pancreas,Mortality,9.3,15094.0,143719004,10.5
2001,All Races,Female,Pancreas,Incidence,9.8,15785.0,143603977,11.0
2001,All Races,Female,Pancreas,Mortality,9.3,15336.0,145077463,10.6
2002,All Races,Female,Pancreas,Incidence,9.8,16066.0,144919222,11.1
2002,All Races,Female,Pancreas,Mortality,9.2,15387.0,146394634,10.5
2003,All Races,Female,Pancreas,Incidence,10.1,16996.0,147679036,11.5
2003,All Races,Female,Pancreas,Mortality,9.3,15717.0,147679036,10.6
2004,All Races,Female,Pancreas,Incidence,10.2,17252.0,148977286,11.6
2004,All Races,Female,Pancreas,Mortality,9.3,15995.0,148977286,10.7
